ClipID,Boredom,Engagement,Confusion,Frustration 
1100122031,1,3,0,0
1100122032,0,3,0,0
1100122033,0,2,0,0
1100122034,0,3,0,0
1100122035,1,2,1,0
1100122036,0,3,0,0
1100122037,0,3,0,0
1100122038,0,3,0,0
1100122039,0,3,0,0
1100122040,0,2,0,0
1100122041,1,2,0,0
1100122045,2,2,0,0
1100122047,0,2,0,1
1100122048,0,3,1,0
1100122050,1,3,0,0
1100122051,0,2,0,0
1100122052,0,3,0,0
1100122053,1,2,0,0
1100122054,1,2,0,0
1100122056,2,1,0,1
1100131006,0,3,0,0
1100131007,0,2,0,0
1100131009,0,3,0,0
1100131010,0,3,0,0
1100131011,1,3,0,0
1100131012,0,3,0,0
1100131017,2,0,0,0
1100131019,0,3,0,0
1100141001,0,3,0,0
1100141002,2,2,2,2
1100141003,0,3,0,0
1100141004,1,3,0,0
1100141005,0,2,0,0
1100141006,1,2,1,0
1100141007,0,3,0,0
1100141008,1,2,0,0
1100141009,1,2,0,0
1100141010,0,3,0,0
1100141011,2,2,0,1
1100141012,2,2,2,0
1100141013,2,1,0,1
1100141014,1,2,1,1
1100141015,2,2,0,0
1100141016,0,3,0,0
1100141017,1,2,1,0
1100141019,3,2,0,1
1100141020,2,2,2,1
1100141021,2,2,2,0
1100141023,0,3,0,0
1100141027,1,1,0,1
1100141028,1,2,0,2
1100141029,2,2,0,0
1100141030,1,2,1,2
1100141031,0,2,2,0
1100141032,1,2,0,1
1100141033,0,2,2,1
1100141034,3,2,0,1
1100141035,1,2,0,2
1100141036,2,2,1,0
1100141039,1,3,2,0
1100141040,2,2,0,1
1100141042,2,2,0,1
1100141044,1,2,0,0
1100141045,0,3,1,2
1100141046,2,2,0,0
1100141049,2,2,1,0
1100141050,2,2,2,1
1100141052,2,2,0,0
1100141053,2,2,1,0
1100141054,0,3,0,0
1100141055,0,3,0,0
1100141056,0,2,1,2
1100141057,2,2,1,1
1100142002,1,3,0,0
1100142003,2,2,1,1
1100142004,2,2,0,1
1100142007,2,2,0,0
1100142008,0,2,0,0
1100142009,1,2,0,1
1100142010,2,2,0,0
1100142011,1,3,2,1
1100142013,3,2,0,0
1100142014,2,2,0,0
1100142015,1,2,0,0
1100142017,1,2,0,0
1100142018,2,2,1,1
1100142019,1,2,0,1
1100142021,2,3,1,0
1100142022,2,2,0,1
1100142023,1,2,1,2
1100142024,0,2,1,0
1100142027,1,3,0,0
1100142028,2,2,2,0
1100142029,0,3,0,0
1100142030,0,2,0,0
1100142031,0,2,0,0
1100142032,0,3,0,0
1100142033,1,1,0,0
1100142034,0,3,0,0
1100142035,0,3,0,0
1100142038,0,2,0,0
1100142041,0,3,0,0
1100142043,2,2,1,0
1100142044,2,2,0,0
1100142045,0,2,0,0
1100142046,0,3,0,0
1100142048,1,3,0,0
1100142049,1,2,0,0
1100142050,2,2,0,0
1100142051,2,2,1,0
1100142052,2,2,2,0
1100142053,0,3,0,0
1100142056,0,3,0,0
1100142057,0,3,0,0
1100142058,0,2,0,0
1100142059,1,2,0,1
1100142060,1,2,1,1
1100151003,1,2,0,0
1100151004,2,3,0,0
1100151008,1,3,1,1
1100151009,1,2,0,1
1100151010,2,2,0,0
1100151011,1,1,1,2
1100151012,0,2,0,2
1100151013,2,2,0,0
1100151014,0,3,0,0
1100151015,0,2,0,0
1100151016,2,2,1,2
1100151017,2,2,0,0
1100151018,1,2,2,0
1100151019,1,2,0,0
1100151020,2,2,0,2
1100151021,0,3,0,0
1100151022,1,3,1,0
1100151023,1,2,2,1
1100151024,1,2,0,1
1100151028,1,2,1,1
1100151030,2,2,0,0
1100151032,0,3,0,0
1100151033,0,2,0,0
1100151035,0,3,2,0
1100151037,2,3,0,0
1100151038,0,2,0,0
1100151039,0,2,0,0
1100151040,1,3,0,0
1100151042,2,3,0,0
1100151043,0,2,1,1
1100151044,2,2,0,0
1100151047,2,2,0,0
1100151049,0,3,0,0
1100151050,2,2,1,0
1100151051,0,2,2,0
1100151052,2,3,0,0
1100151054,1,3,0,0
1100151055,1,2,0,0
1100151056,0,3,0,0
1100151057,1,1,0,0
1100151058,1,2,0,0
1100151062,0,2,0,0
1100152001,2,2,0,0
1100152004,0,3,0,0
1100152005,1,2,0,0
1100152006,0,2,0,0
1100152008,2,2,0,0
1100152009,0,2,0,0
1100152010,1,1,0,0
1100152013,0,3,0,0
1100152014,1,2,2,1
1100152015,0,2,0,0
1100152017,1,1,0,1
1100152019,2,3,0,0
1100152020,0,3,0,0
1100152022,1,2,2,1
1100152024,2,2,0,0
1100152025,0,2,0,0
1100152026,2,2,0,0
1100152027,1,3,0,0
1100152031,2,1,0,0
1100152032,1,2,0,0
1100152039,1,3,0,2
1100152040,1,2,0,0
1100152041,1,2,1,1
1100152042,0,2,0,0
1100152043,2,2,0,1
1100152048,0,2,0,0
1100152049,1,2,1,0
1100152050,1,2,1,1
1100152051,2,2,3,1
1100152055,0,1,0,0
1100152056,0,2,0,0
1100152061,2,2,0,1
1100152062,2,2,0,0
1100152067,2,2,0,0
1100152069,0,2,0,0
1100152070,2,0,3,0
1100161002,0,2,1,0
1100161004,0,3,0,0
1100161011,1,3,0,0
1100161012,0,3,1,0
1100161013,1,2,0,0
1100161014,1,2,0,0
1100161015,0,3,0,0
1100161016,2,2,0,0
1100161020,0,3,0,0
1100161021,0,3,0,0
1100161022,2,2,0,0
1100161023,2,2,1,1
1100161028,2,2,0,0
1100161029,2,2,0,0
1100161032,2,2,2,2
1100161035,0,2,0,0
1100161036,2,2,0,0
1100161038,2,2,3,2
1100161039,0,3,0,0
1100161041,1,3,0,0
1100161043,1,3,1,0
1100161044,0,2,2,0
1100161045,2,2,3,1
1100161046,1,2,0,0
1100161048,2,2,0,0
1100161050,2,3,0,0
1100161053,0,1,0,0
1100162005,2,1,2,1
1100162007,1,2,0,0
1100162011,1,2,0,0
1100162016,3,1,0,0
1100171001,1,2,1,0
1100171002,0,2,0,0
1100171004,1,0,0,0
1100171005,0,2,0,0
1100171007,0,2,0,0
1100171008,3,0,0,0
1100171009,2,2,1,0
1100171010,1,2,1,0
1100171011,1,3,0,0
1100171012,0,2,0,0
1100171013,1,2,0,0
1100171015,0,2,0,0
1100171016,2,2,1,0
1100171017,1,2,0,0
1100171019,2,2,1,1
1100171021,2,3,2,0
1100171022,0,2,1,1
1100171023,1,2,0,0
1100171031,2,2,2,3
1100171035,2,2,2,1
1100171036,2,2,0,0
1100171038,0,3,1,0
1100171039,1,3,0,0
1100171040,1,3,1,1
1100171041,2,2,2,0
1100171043,0,2,2,0
1100171045,1,2,0,0
1100171049,0,2,1,0
1100171055,1,2,0,0
1100171056,1,3,1,0
1100171057,0,2,0,0
1100171059,1,1,0,0
1100171061,1,3,1,0
1100171063,0,3,0,0
1100171064,0,3,0,0
1100171065,0,2,0,0
1100171067,2,2,0,0
1100171069,0,3,1,1
1100171070,0,2,0,0
1100171071,2,3,1,0
1100171072,0,2,0,0
1100171073,0,3,0,0
1100171074,0,2,0,0
1100171075,2,2,0,0
1100171076,1,2,1,1
1100171077,0,3,0,0
1100171078,0,3,2,1
1100171080,1,2,0,0
1100171083,1,2,0,0
1100172003,0,2,0,0
1100172004,0,2,1,1
1100172007,2,2,1,0
1100172012,2,1,0,0
1100172013,0,2,0,0
1100172014,2,2,0,0
1100172015,0,2,1,1
1100172016,0,2,1,1
1100172017,1,1,0,0
1100172018,0,3,2,1
1100172020,0,2,0,0
1100172021,1,2,0,0
1100172022,1,2,0,0
1100172026,2,2,0,0
1100172028,0,2,0,0
1100172030,0,3,0,0
1100172032,1,2,0,0
1100172033,2,1,0,0
1100172034,2,1,1,1
1100172035,0,3,0,0
1100172037,0,2,0,0
1100172039,0,2,0,0
1100172042,2,2,0,0
1100172043,2,1,0,0
1100172047,2,3,1,0
1100172050,0,2,0,0
1100172058,2,1,0,2
1100172063,1,3,1,1
1100172066,1,2,1,0
1100411010,2,2,0,0
1100411011,1,3,0,0
1100411012,1,2,0,0
1100411013,0,3,0,0
1100411015,0,3,0,0
1100411016,0,3,0,0
1100411018,0,2,0,0
1100411020,0,2,0,0
1100411023,0,3,0,0
1100411036,1,2,0,1
1100411041,2,3,0,3
1100411045,0,3,0,0
1100411047,2,2,1,0
1100411048,2,2,0,0
1100411049,1,2,0,0
1100411050,1,3,1,1
1100411051,0,3,0,2
1100411053,2,3,0,2
1100411054,1,2,0,0
1100411055,1,2,0,1
1100411057,1,2,2,0
1100412001,0,3,1,0
1100412003,3,2,2,0
1100412010,3,2,0,0
1100412018,3,0,0,0
1100412033,3,1,0,0
1100412038,2,2,0,0
1100412039,3,1,1,2
1100412040,2,2,0,1
1110031003,2,2,3,1
1110031007,0,3,2,2
1110031010,2,1,1,2
1110031011,2,2,0,2
1110031012,1,3,2,1
1110031014,2,2,1,1
1110031019,0,2,1,0
1110031020,3,2,0,1
1110031021,3,2,2,0
1110031025,3,0,2,2
1110031027,2,1,2,0
1110031031,2,3,0,3
1110031033,2,1,2,3
1110031037,1,3,0,2
1110031038,3,0,1,2
1110031039,2,2,1,0
1110031040,0,3,0,0
1110031042,2,2,0,2
1110031048,0,2,1,0
1110031049,2,2,0,2
1110031050,1,3,1,0
1110031056,1,1,2,2
1110031061,1,2,0,1
1110031062,1,2,0,2
1110031063,2,0,3,2
1110031064,0,2,0,0
1110031065,0,3,0,0
1110032002,2,3,1,2
1110032004,1,2,3,1
1110032006,1,3,2,3
1110032008,0,2,1,2
1110032010,0,2,0,1
1110032014,1,1,2,2
1110032015,0,3,1,0
1110032018,2,3,2,1
1110032019,1,2,1,0
1110032020,1,2,0,0
1110032021,0,2,1,2
1110032022,0,2,0,1
1110032023,1,2,1,0
1110032024,0,3,1,0
1110032025,2,2,2,0
1110032027,1,1,2,2
1110032029,0,3,0,1
1110032031,3,2,1,3
1110032032,0,3,0,0
1110032033,0,3,0,0
1110032034,2,2,1,3
1110032036,2,3,2,0
1110032037,1,2,2,3
1110032042,2,2,2,3
1110032043,0,1,2,3
1110032045,2,2,3,3
1110032047,3,2,3,3
1110032048,2,2,1,0
1110032049,2,2,2,2
1110032050,0,3,1,2
1110032051,2,2,2,2
1110032052,3,3,2,2
1110032053,2,2,2,2
1110032055,0,2,3,1
1110032056,1,2,3,1
1110032058,0,3,0,0
1110032059,0,2,2,0
1110032060,1,3,0,1
1110032061,2,2,1,2
1110032062,2,2,2,0
1110032063,0,2,2,3
1813740111,0,3,0,0
1813740112,1,2,1,0
1813740115,1,3,1,0
1813740116,1,3,1,0
1813740118,0,2,0,0
1813740119,1,2,0,0
1813740122,1,2,1,1
1813740123,1,3,0,0
1813740124,0,2,0,0
1813740126,0,3,0,0
1813740127,1,3,1,0
1813740128,1,3,1,1
1813740131,1,2,0,0
1813740133,1,3,1,0
1813740135,1,2,1,0
1813740137,2,2,0,0
